date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:10:15	3404/3404	---M-Z	200	added ('OK')	application/javascript	etag:W/%22669a841c-d4c%22	https://aspromodanet.com/farm/js/selectedCard.js	D:/quizignite/aspromodanet.com/farm/js/selectedCard.js	(from https://aspromodanet.com/farm/)
01:10:16	442/442	---M-Z	200	added ('OK')	application/javascript	etag:W/%22669a841c-1ba%22	https://aspromodanet.com/farm/js/selectedResponse.js	D:/quizignite/aspromodanet.com/farm/js/selectedResponse.js	(from https://aspromodanet.com/farm/)
01:10:16	1946/1946	---M-Z	200	added ('OK')	application/javascript	etag:W/%22669a841c-79a%22	https://aspromodanet.com/farm/js/buttonCheck.js	D:/quizignite/aspromodanet.com/farm/js/buttonCheck.js	(from https://aspromodanet.com/farm/)
01:10:16	375/375	---M-Z	200	added ('OK')	application/javascript	etag:W/%22669a841c-177%22	https://aspromodanet.com/farm/js/popup.js	D:/quizignite/aspromodanet.com/farm/js/popup.js	(from https://aspromodanet.com/farm/)
01:10:16	1924/1924	---M-Z	200	added ('OK')	application/javascript	etag:W/%22669a841c-784%22	https://aspromodanet.com/farm/js/sendResponse.js	D:/quizignite/aspromodanet.com/farm/js/sendResponse.js	(from https://aspromodanet.com/farm/)
01:10:16	47992/47992	---M-Z	200	added ('OK')	application/javascript	etag:W/%22669a841c-bb78%22	https://aspromodanet.com/farm/js/crypto-js.min.js	D:/quizignite/aspromodanet.com/farm/js/crypto-js.min.js	(from https://aspromodanet.com/farm/)
01:10:17	56213/56213	---M-Z	200	added ('OK')	application/javascript	etag:W/%22669a841c-db95%22	https://aspromodanet.com/farm/js/googletagmanager.js	D:/quizignite/aspromodanet.com/farm/js/googletagmanager.js	(from https://aspromodanet.com/farm/)
01:10:17	56213/56213	---M-Z	200	added ('OK')	application/javascript	etag:W/%22669a841c-db95%22	https://aspromodanet.com/farm/js/googletagmanager_1.js	D:/quizignite/aspromodanet.com/farm/js/googletagmanager_1.js	(from https://aspromodanet.com/farm/)
01:10:17	56213/56213	---M-Z	200	added ('OK')	application/javascript	etag:W/%22669a841c-db95%22	https://aspromodanet.com/farm/js/googletagmanager_2.js	D:/quizignite/aspromodanet.com/farm/js/googletagmanager_2.js	(from https://aspromodanet.com/farm/)
01:10:17	56213/56213	---M-Z	200	added ('OK')	application/javascript	etag:W/%22669a841c-db95%22	https://aspromodanet.com/farm/js/googletagmanager_3.js	D:/quizignite/aspromodanet.com/farm/js/googletagmanager_3.js	(from https://aspromodanet.com/farm/)
01:10:18	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2020%20Jul%202024%2004:10:18%20GMT	https://aspromodanet.com/farm/a	D:/quizignite/aspromodanet.com/farm/a	(from https://connect.facebook.net/en_US/fbevents.js)
01:10:18	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2020%20Jul%202024%2004:10:18%20GMT	https://aspromodanet.com/farm/POST	D:/quizignite/aspromodanet.com/farm/POST	(from https://connect.facebook.net/en_US/fbevents.js)
01:10:19	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2020%20Jul%202024%2004:10:19%20GMT	https://aspromodanet.com/farm/b.resolvedLink	D:/quizignite/aspromodanet.com/farm/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
01:10:19	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2020%20Jul%202024%2004:10:19%20GMT	https://aspromodanet.com/farm/schema.org/	D:/quizignite/aspromodanet.com/farm/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
01:10:19	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2020%20Jul%202024%2004:10:19%20GMT	https://aspromodanet.com/signals/iwl.js	D:/quizignite/aspromodanet.com/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
01:10:19	154/154	---MCZ	200	added ('OK')	text/css	etag:W/%22669a841c-9a%22	https://aspromodanet.com/farm/css/css2.css	D:/quizignite/aspromodanet.com/farm/css/css2.css	(from https://aspromodanet.com/farm/css/style.css)
01:10:20	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2020%20Jul%202024%2004:10:20%20GMT	https://aspromodanet.com/c2.cdn1tp.net/0f0174e1e8594cba916123613aef1c48/images/bg__header--mob.png	D:/quizignite/aspromodanet.com/c2.cdn1tp.net/0f0174e1e8594cba916123613aef1c48/images/bg__header--mob.png	(from https://aspromodanet.com/farm/css/style.css)
01:10:20	117372/117372	---M--	200	added ('OK')	font/woff2	etag:%22669a841c-1ca7c%22	https://aspromodanet.com/farm/fonts/fa-brands-400.woff2	D:/quizignite/aspromodanet.com/farm/fonts/fa-brands-400.woff2	(from https://aspromodanet.com/farm/css/all.min.css)
01:10:20	207972/207972	---M-Z	200	added ('OK')	font/ttf	etag:W/%22669a841c-32c64%22	https://aspromodanet.com/farm/fonts/fa-brands-400.ttf	D:/quizignite/aspromodanet.com/farm/fonts/fa-brands-400.ttf	(from https://aspromodanet.com/farm/css/all.min.css)
01:10:20	25452/25452	---M--	200	added ('OK')	font/woff2	etag:%22669a841c-636c%22	https://aspromodanet.com/farm/fonts/fa-regular-400.woff2	D:/quizignite/aspromodanet.com/farm/fonts/fa-regular-400.woff2	(from https://aspromodanet.com/farm/css/all.min.css)
01:10:21	68004/68004	---M-Z	200	added ('OK')	font/ttf	etag:W/%22669a841c-109a4%22	https://aspromodanet.com/farm/fonts/fa-regular-400.ttf	D:/quizignite/aspromodanet.com/farm/fonts/fa-regular-400.ttf	(from https://aspromodanet.com/farm/css/all.min.css)
01:10:21	156496/156496	---M--	200	added ('OK')	font/woff2	etag:%22669a841c-26350%22	https://aspromodanet.com/farm/fonts/fa-solid-900.woff2	D:/quizignite/aspromodanet.com/farm/fonts/fa-solid-900.woff2	(from https://aspromodanet.com/farm/css/all.min.css)
01:10:22	419720/419720	---M-Z	200	added ('OK')	font/ttf	etag:W/%22669a841c-66788%22	https://aspromodanet.com/farm/fonts/fa-solid-900.ttf	D:/quizignite/aspromodanet.com/farm/fonts/fa-solid-900.ttf	(from https://aspromodanet.com/farm/css/all.min.css)
01:10:22	4792/4792	---M--	200	added ('OK')	font/woff2	etag:%22669a841c-12b8%22	https://aspromodanet.com/farm/fonts/fa-v4compatibility.woff2	D:/quizignite/aspromodanet.com/farm/fonts/fa-v4compatibility.woff2	(from https://aspromodanet.com/farm/css/all.min.css)
01:10:22	10832/10832	---M-Z	200	added ('OK')	font/ttf	etag:W/%22669a841c-2a50%22	https://aspromodanet.com/farm/fonts/fa-v4compatibility.ttf	D:/quizignite/aspromodanet.com/farm/fonts/fa-v4compatibility.ttf	(from https://aspromodanet.com/farm/css/all.min.css)
